BOROUGH,BUILDING_CLASS,RESIDENTIAL_UNITS,LAND_SQUARE_FEET,GROSS_SQUARE_FEET,TAX_CLASS,SALE_PRICE,AGE,STORIES
QUEENS,TWO-FAMILY HOME,2,3066,1764,Class 1,410000,77.065.183,1
QUEENS,TWO-FAMILY HOME,2,3067,1386,Class 1,167000,61.898.059,1
QUEENS,TWO-FAMILY HOME,2,3804,2200,Class 1,415000,11.799.429,1
QUEENS,TWO-FAMILY HOME,2,1890,2000,Class 1,320000,11.415.868,1
QUEENS,TWO-FAMILY HOME,2,1890,2000,Class 1,265668,11.415.868,1
QUEENS,TWO-FAMILY HOME,2,1890,2000,Class 1,201000,11.130.936,1
QUEENS,TWO-FAMILY HOME,2,2075,2000,Class 1,427260,14.235.046,1
QUEENS,TWO-FAMILY HOME,2,4241,2052,Class 1,440000,17.382.991,1
QUEENS,TWO-FAMILY HOME,2,2500,1950,Class 1,280000,62.626.826,1
QUEENS,TWO-FAMILY HOME,2,3210,2515,Class 1,761500,3.624.087,1
QUEENS,TWO-FAMILY HOME,2,4132,3306,Class 1,700000,3.180.251,1
QUEENS,TWO-FAMILY HOME,2,2120,2908,Class 1,799000,6.363.813,1
QUEENS,TWO-FAMILY HOME,2,3250,2000,Class 1,430000,9.117.237,1
QUEENS,TWO-FAMILY HOME,2,4000,1904,Class 1,318500,97.062.443,1
QUEENS,TWO-FAMILY HOME,2,5000,2317,Class 1,171000,97.574.772,1
QUEENS,TWO-FAMILY HOME,2,2304,1842,Class 1,440000,46.766.553,1
QUEENS,TWO-FAMILY HOME,2,4600,1832,Class 1,435000,77.125.457,1
QUEENS,TWO-FAMILY HOME,2,4000,1884,Class 1,416660,97.235.046,1
QUEENS,TWO-FAMILY HOME,2,3952,2464,Class 1,273000,13.226.826,1
QUEENS,TWO-FAMILY HOME,2,2602,1254,Class 1,175500,117.952.861,1
QUEENS,TWO-FAMILY HOME,2,2558,2000,Class 1,471450,12.067.922,1
QUEENS,TWO-FAMILY HOME,2,2473,1914,Class 1,450000,57.563.813,1
QUEENS,TWO-FAMILY HOME,2,2764,1869,Class 1,155000,57.218.607,1
QUEENS,TWO-FAMILY HOME,2,1902,2120,Class 1,418724,13.136.416,1
QUEENS,TWO-FAMILY HOME,2,3179,2103,Class 1,481500,670.662,1
QUEENS,TWO-FAMILY HOME,2,3254,1980,Class 1,275000,11.914.498,1
QUEENS,TWO-FAMILY HOME,2,3179,2000,Class 1,310400,1.349.258,1
QUEENS,TWO-FAMILY HOME,2,3400,2068,Class 1,450000,23.062.443,1
QUEENS,TWO-FAMILY HOME,2,4318,2000,Class 1,572500,15.213.128,1
QUEENS,TWO-FAMILY HOME,2,3300,1980,Class 1,535000,13.130.936,1
QUEENS,TWO-FAMILY HOME,2,3400,1980,Class 1,393000,13.136.416,1
QUEENS,TWO-FAMILY HOME,2,2725,1848,Class 1,415000,57.399.429,1
QUEENS,TWO-FAMILY HOME,2,3000,2040,Class 1,347550,14.577.511,1
QUEENS,TWO-FAMILY HOME,2,3000,2040,Class 1,300000,14.382.991,1
QUEENS,TWO-FAMILY HOME,2,2750,1828,Class 1,297609,57.435.046,1
QUEENS,TWO-FAMILY HOME,2,2725,1644,Class 1,110000,57.015.868,1
QUEENS,TWO-FAMILY HOME,2,3164,1978,Class 1,449000,15.369.292,1
QUEENS,TWO-FAMILY HOME,2,3164,1978,Class 1,350000,14.840.525,1
QUEENS,TWO-FAMILY HOME,2,3164,1978,Class 1,465000,17.169.292,1
QUEENS,TWO-FAMILY HOME,2,4000,2081,Class 1,394000,66.878.881,1
QUEENS,TWO-FAMILY HOME,2,4000,2081,Class 1,110000,66.862.443,1
QUEENS,TWO-FAMILY HOME,2,4000,2576,Class 1,251435,42.555.594,1
QUEENS,TWO-FAMILY HOME,2,2500,1530,Class 1,130000,8.739.395,1
QUEENS,TWO-FAMILY HOME,2,3100,1113,Class 1,335000,10.746.245,1
QUEENS,TWO-FAMILY HOME,2,3200,2850,Class 1,431600,97.637.785,1
QUEENS,TWO-FAMILY HOME,2,2717,1386,Class 1,252000,67.002.169,1
QUEENS,TWO-FAMILY HOME,2,2717,1512,Class 1,160000,672.871,1
QUEENS,TWO-FAMILY HOME,2,2717,1890,Class 1,276000,67.150.114,1
QUEENS,TWO-FAMILY HOME,2,2717,2378,Class 1,478400,77.465.183,1
QUEENS,TWO-FAMILY HOME,2,2675,2778,Class 1,470000,77.048.744,1
QUEENS,TWO-FAMILY HOME,2,3750,2057,Class 1,415000,77.043.265,1
QUEENS,TWO-FAMILY HOME,2,2000,2048,Class 1,211114,96.941.895,1
QUEENS,TWO-FAMILY HOME,2,2000,1720,Class 1,458000,97.232.306,1
QUEENS,TWO-FAMILY HOME,2,2000,1720,Class 1,190000,9.679.395,1
QUEENS,TWO-FAMILY HOME,2,4000,2941,Class 1,223000,97.363.813,1
QUEENS,TWO-FAMILY HOME,2,3000,1925,Class 1,145105,97.632.306,1
QUEENS,TWO-FAMILY HOME,2,3000,1925,Class 1,209430,96.750.114,1
QUEENS,TWO-FAMILY HOME,2,4000,1976,Class 1,515000,9.738.847,1
QUEENS,TWO-FAMILY HOME,2,3000,2000,Class 1,485000,13.421.347,1
QUEENS,TWO-FAMILY HOME,2,3000,2001,Class 1,442900,19.659.703,1
QUEENS,TWO-FAMILY HOME,2,3000,2001,Class 1,250000,17.843.265,1
QUEENS,TWO-FAMILY HOME,2,4000,2600,Class 1,618150,7.999.429,1
QUEENS,TWO-FAMILY HOME,2,3400,2000,Class 1,460000,13.248.744,1
QUEENS,TWO-FAMILY HOME,2,3000,1068,Class 1,335000,86.799.429,1
QUEENS,TWO-FAMILY HOME,2,3000,1332,Class 1,260200,9.758.847,1
QUEENS,TWO-FAMILY HOME,2,2458,1976,Class 1,371124,11.980.251,1
QUEENS,TWO-FAMILY HOME,2,2483,2905,Class 1,680000,13.004.909,1
QUEENS,TWO-FAMILY HOME,2,2871,2905,Class 1,705000,13.500.799,1
QUEENS,TWO-FAMILY HOME,2,2135,2905,Class 1,670000,12.848.744,1
QUEENS,TWO-FAMILY HOME,2,2161,2905,Class 1,730000,13.369.292,1
QUEENS,TWO-FAMILY HOME,2,2097,2238,Class 1,680000,13.484.361,1
QUEENS,TWO-FAMILY HOME,2,1964,2905,Class 1,605000,12.826.826,1
QUEENS,TWO-FAMILY HOME,2,1964,2905,Class 1,615000,13.421.347,1
QUEENS,TWO-FAMILY HOME,2,2754,2905,Class 1,625000,13.519.977,1
QUEENS,TWO-FAMILY HOME,2,3509,2520,Class 1,819691,1.009.532,1
QUEENS,TWO-FAMILY HOME,2,2207,2220,Class 1,655000,9.972.032,1
QUEENS,TWO-FAMILY HOME,2,2110,2944,Class 1,780000,10.547.374,1
QUEENS,TWO-FAMILY HOME,2,3892,2935,Class 1,821000,10.213.128,1
QUEENS,TWO-FAMILY HOME,2,2277,2920,Class 1,800000,10.569.292,1
QUEENS,TWO-FAMILY HOME,2,2122,2926,Class 1,737500,10.270.662,1
QUEENS,TWO-FAMILY HOME,2,3684,2920,Class 1,885000,10.596.689,1
QUEENS,TWO-FAMILY HOME,2,3684,2920,Class 1,700000,9.744.635,1
QUEENS,TWO-FAMILY HOME,2,2756,2238,Class 1,615000,10.703.539,1
QUEENS,TWO-FAMILY HOME,2,2303,2438,Class 1,885000,14.172.032,1
QUEENS,TWO-FAMILY HOME,2,1945,2438,Class 1,150000,14.599.429,1
QUEENS,TWO-FAMILY HOME,2,1590,1530,Class 1,700000,9.749.532,1
QUEENS,TWO-FAMILY HOME,2,3088,1314,Class 1,325000,116.130.943,1
QUEENS,TWO-FAMILY HOME,2,1940,3204,Class 1,850000,115.824.094,2
QUEENS,TWO-FAMILY HOME,2,1566,1984,Class 1,900000,97.676.142,1
QUEENS,TWO-FAMILY HOME,2,2500,1862,Class 1,217500,92.166.553,1
QUEENS,TWO-FAMILY HOME,2,3242,1312,Class 1,534581,96.947.374,1
QUEENS,TWO-FAMILY HOME,2,1667,1909,Class 1,899000,10.745.971,1
QUEENS,TWO-FAMILY HOME,2,3342,1545,Class 1,870000,92.719.977,1
QUEENS,TWO-FAMILY HOME,2,1418,1800,Class 1,800000,8.718.847,1
QUEENS,TWO-FAMILY HOME,2,2500,1520,Class 1,800000,97.635.046,1
QUEENS,TWO-FAMILY HOME,2,2500,1480,Class 1,839000,106.999.436,1
QUEENS,TWO-FAMILY HOME,2,2000,2290,Class 1,410800,76.925.457,1
QUEENS,TWO-FAMILY HOME,2,2500,1512,Class 1,900000,86.624.087,1
QUEENS,TWO-FAMILY HOME,2,2250,2304,Class 1,900000,57.602.169,1
QUEENS,TWO-FAMILY HOME,2,2000,1400,Class 1,750000,81.744.635,1
QUEENS,TWO-FAMILY HOME,2,2200,3034,Class 1,875000,60.955.594,1
QUEENS,TWO-FAMILY HOME,2,1842,1620,Class 1,860000,81.832.306,1
QUEENS,TWO-FAMILY HOME,2,2200,1742,Class 1,925000,57.163.813,1
QUEENS,TWO-FAMILY HOME,2,2000,1396,Class 1,925000,97.133.676,1
QUEENS,TWO-FAMILY HOME,2,2000,1366,Class 1,700000,97.424.087,1
QUEENS,TWO-FAMILY HOME,2,2000,2052,Class 1,865512,87.426.826,1
QUEENS,TWO-FAMILY HOME,2,2200,1232,Class 1,865000,82.180.251,1
QUEENS,TWO-FAMILY HOME,2,1780,1680,Class 1,141960,72.703.539,1
QUEENS,TWO-FAMILY HOME,2,2600,1425,Class 1,870000,82.467.922,1
QUEENS,TWO-FAMILY HOME,2,2433,1584,Class 1,900000,86.876.142,1
QUEENS,TWO-FAMILY HOME,2,2400,2600,Class 1,700000,92.722.717,1
QUEENS,TWO-FAMILY HOME,2,2000,1640,Class 1,657200,92.056.963,1
QUEENS,TWO-FAMILY HOME,2,1700,1224,Class 1,925000,71.919.977,1
QUEENS,TWO-FAMILY HOME,2,2500,2204,Class 1,410000,107.067.929,1
QUEENS,TWO-FAMILY HOME,2,2000,1598,Class 1,825000,87.319.977,1
QUEENS,TWO-FAMILY HOME,2,1360,1440,Class 1,890000,77.615.868,1
QUEENS,TWO-FAMILY HOME,2,2300,1819,Class 1,750000,77.635.046,1
QUEENS,OVER-THREE FAMILY HOME,3,2000,2532,Class 1,220000,106.922.724,1
QUEENS,OVER-THREE FAMILY HOME,3,2500,2440,Class 1,600000,91.780.251,1
QUEENS,OVER-THREE FAMILY HOME,3,1800,2086,Class 1,800000,81.835.046,1
QUEENS,OVER-THREE FAMILY HOME,3,2500,3176,Class 1,375000,4.178.847,1
QUEENS,OVER-THREE FAMILY HOME,3,2120,2920,Class 1,750000,62.629.566,1
QUEENS,OVER-THREE FAMILY HOME,3,2120,2920,Class 1,850000,62.629.566,1
QUEENS,OVER-THREE FAMILY HOME,3,2400,2600,Class 1,410000,87.278.881,1
QUEENS,OVER-THREE FAMILY HOME,3,1800,1728,Class 1,540000,82.429.566,1
QUEENS,OVER-THREE FAMILY HOME,3,2500,3069,Class 1,500000,66.972.032,1
QUEENS,OVER-THREE FAMILY HOME,6,2780,5200,Class 2,1000000,99.541.895,2
QUEENS,OVER-THREE FAMILY HOME,6,2700,5550,Class 2,1100000,88.728.196,2
QUEENS,OVER-THREE FAMILY HOME,4,1967,2290,Class 2,1250000,86.240.525,1
QUEENS,OVER-THREE FAMILY HOME,4,2000,2582,Class 2,1100000,86.073.402,1
QUEENS,OVER-THREE FAMILY HOME,6,2558,5160,Class 2,975000,86.303.539,2
QUEENS,TWO-FAMILY HOME,2,4000,2150,Class 1,900000,62.172.032,1
QUEENS,TWO-FAMILY HOME,2,4000,2150,Class 1,900000,6.189.258,1
QUEENS,TWO-FAMILY HOME,2,2242,1600,Class 1,899000,9.688.984,1
QUEENS,TWO-FAMILY HOME,2,2800,1406,Class 1,800000,876.871,1
QUEENS,TWO-FAMILY HOME,2,2000,1504,Class 1,732000,76.854.224,1
QUEENS,TWO-FAMILY HOME,2,1958,1080,Class 1,698000,97.385.731,1
QUEENS,TWO-FAMILY HOME,2,1888,2000,Class 1,835000,87.407.648,1
QUEENS,TWO-FAMILY HOME,2,3500,2090,Class 1,280000,9.517.237,1
QUEENS,TWO-FAMILY HOME,2,1750,1544,Class 1,610950,87.262.443,1
QUEENS,TWO-FAMILY HOME,2,3850,1398,Class 1,900000,87.158.333,1
QUEENS,TWO-FAMILY HOME,2,3325,1751,Class 1,838000,8.749.532,1
QUEENS,TWO-FAMILY HOME,2,3325,1944,Class 1,770000,87.273.402,1
QUEENS,TWO-FAMILY HOME,2,3828,2200,Class 1,450000,67.596.689,1
QUEENS,TWO-FAMILY HOME,2,3000,1384,Class 1,931200,57.004.909,1
QUEENS,TWO-FAMILY HOME,2,1662,2157,Class 1,712888,86.755.594,1
QUEENS,TWO-FAMILY HOME,2,1625,2109,Class 1,900000,87.161.073,1
QUEENS,TWO-FAMILY HOME,2,2500,1511,Class 1,939000,132.871,1
QUEENS,TWO-FAMILY HOME,2,4000,1645,Class 1,868000,77.024.087,1
QUEENS,TWO-FAMILY HOME,2,2500,1280,Class 1,670000,9.699.395,1
QUEENS,TWO-FAMILY HOME,2,4807,1748,Class 1,598000,92.300.799,1
QUEENS,TWO-FAMILY HOME,2,3000,1534,Class 1,655000,107.519.984,1
QUEENS,TWO-FAMILY HOME,2,1840,1720,Class 1,264987,67.432.306,1
QUEENS,TWO-FAMILY HOME,2,3823,1646,Class 1,790000,66.826.826,1
QUEENS,TWO-FAMILY HOME,2,2500,1475,Class 1,800000,97.561.073,1
QUEENS,TWO-FAMILY HOME,2,3642,2128,Class 1,880000,92.106.279,1
QUEENS,TWO-FAMILY HOME,2,2000,1760,Class 1,928000,77.506.279,1
QUEENS,TWO-FAMILY HOME,2,4550,1393,Class 1,730000,66.744.635,1
QUEENS,TWO-FAMILY HOME,2,4873,2268,Class 1,850000,52.180.251,1
QUEENS,TWO-FAMILY HOME,2,3075,3118,Class 1,535000,52.322.717,1
QUEENS,OVER-THREE FAMILY HOME,3,2700,3202,Class 1,500000,4.259.395,1
QUEENS,OVER-THREE FAMILY HOME,3,1600,1764,Class 1,620000,97.265.183,1
QUEENS,OVER-THREE FAMILY HOME,3,2084,2680,Class 1,483333,66.804.909,1
QUEENS,TWO-FAMILY HOME,2,2200,1824,Class 1,937000,62.604.909,1
QUEENS,TWO-FAMILY HOME,2,5000,1432,Class 1,875000,10.746.519,1
QUEENS,TWO-FAMILY HOME,2,4000,1449,Class 1,650000,72.539.155,1
QUEENS,TWO-FAMILY HOME,2,3425,2600,Class 1,930000,56.840.525,1
QUEENS,TWO-FAMILY HOME,2,4000,2681,Class 1,640000,97.018.607,1
QUEENS,TWO-FAMILY HOME,2,2000,1380,Class 1,700000,97.415.868,1
QUEENS,TWO-FAMILY HOME,2,3325,2138,Class 1,850000,97.013.128,1
QUEENS,TWO-FAMILY HOME,2,2963,2074,Class 1,815000,30.259.703,1
QUEENS,TWO-FAMILY HOME,2,2033,2034,Class 1,780000,30.624.087,1
QUEENS,TWO-FAMILY HOME,2,6000,2034,Class 1,840000,87.432.306,1
QUEENS,TWO-FAMILY HOME,2,3000,1479,Class 1,852000,87.544.635,1
QUEENS,TWO-FAMILY HOME,2,4000,2024,Class 1,367195,66.859.703,1
QUEENS,TWO-FAMILY HOME,2,6000,1938,Class 1,875000,92.130.936,1
QUEENS,TWO-FAMILY HOME,2,6000,1928,Class 1,915000,87.369.292,1
QUEENS,TWO-FAMILY HOME,2,6000,3222,Class 1,850000,92.319.977,1
QUEENS,TWO-FAMILY HOME,2,5684,1369,Class 1,730000,71.982.991,1
QUEENS,TWO-FAMILY HOME,2,4000,1575,Class 1,540000,66.728.196,1
QUEENS,TWO-FAMILY HOME,2,6000,1582,Class 1,835000,7.258.847,1
QUEENS,TWO-FAMILY HOME,2,2891,1772,Class 1,675000,1.288.984,1
QUEENS,TWO-FAMILY HOME,2,3100,2060,Class 1,840000,82.358.333,1
QUEENS,TWO-FAMILY HOME,2,5100,1580,Class 1,650000,97.465.183,1
QUEENS,TWO-FAMILY HOME,2,3000,1606,Class 1,490000,91.782.991,1
QUEENS,TWO-FAMILY HOME,2,2542,1462,Class 1,555000,82.029.566,1
QUEENS,TWO-FAMILY HOME,2,2642,1490,Class 1,580000,76.906.279,1
QUEENS,TWO-FAMILY HOME,2,2642,1656,Class 1,612000,768.871,1
QUEENS,TWO-FAMILY HOME,2,4782,2300,Class 1,840000,61.741.895,1
QUEENS,TWO-FAMILY HOME,2,3597,1750,Class 1,538125,67.010.388,1
QUEENS,TWO-FAMILY HOME,2,2142,1648,Class 1,445000,67.032.306,1
QUEENS,TWO-FAMILY HOME,2,5000,1920,Class 1,888000,52.561.073,1
QUEENS,TWO-FAMILY HOME,2,3500,1485,Class 1,605000,82.021.347,1
QUEENS,TWO-FAMILY HOME,2,4110,1442,Class 1,539000,91.950.114,1
QUEENS,TWO-FAMILY HOME,2,3596,1666,Class 1,550000,67.185.731,1
QUEENS,TWO-FAMILY HOME,2,2479,1645,Class 1,475000,72.024.087,1
QUEENS,TWO-FAMILY HOME,2,2700,1656,Class 1,433000,9.219.121,1
QUEENS,TWO-FAMILY HOME,2,2700,1656,Class 1,360000,91.747.374,1
QUEENS,TWO-FAMILY HOME,2,2700,1460,Class 1,630000,91.750.114,1
QUEENS,TWO-FAMILY HOME,2,3000,1490,Class 1,607500,9.738.847,1
QUEENS,OVER-THREE FAMILY HOME,3,2725,3166,Class 1,845000,52.462.443,1
QUEENS,OVER-THREE FAMILY HOME,3,2125,2698,Class 1,837250,52.635.046,1
QUEENS,OVER-THREE FAMILY HOME,3,2125,2698,Class 1,625000,52.237.785,1
QUEENS,TWO-FAMILY HOME,2,3000,2040,Class 1,770000,96.898.059,1
QUEENS,TWO-FAMILY HOME,2,5700,2024,Class 1,900000,97.561.073,1
QUEENS,TWO-FAMILY HOME,2,2317,2024,Class 1,805000,97.246.005,1
QUEENS,TWO-FAMILY HOME,2,2000,1540,Class 1,535000,82.311.758,1
QUEENS,TWO-FAMILY HOME,2,2300,1280,Class 1,635000,92.478.881,1
QUEENS,TWO-FAMILY HOME,2,3800,1100,Class 1,463000,7.698.847,1
QUEENS,TWO-FAMILY HOME,2,3450,1144,Class 1,495000,77.125.457,1
QUEENS,TWO-FAMILY HOME,2,2000,1440,Class 1,325200,87.276.142,1
QUEENS,TWO-FAMILY HOME,2,2400,2160,Class 1,458000,62.555.594,1
QUEENS,TWO-FAMILY HOME,2,4000,1920,Class 1,300000,8.699.121,1
QUEENS,TWO-FAMILY HOME,2,3800,1715,Class 1,475000,71.848.744,1
QUEENS,TWO-FAMILY HOME,2,6000,1733,Class 1,650000,67.709.018,1
QUEENS,TWO-FAMILY HOME,2,5000,1605,Class 1,340000,77.043.265,1
QUEENS,TWO-FAMILY HOME,2,2442,1312,Class 1,541000,97.150.114,1
QUEENS,TWO-FAMILY HOME,2,4000,1297,Class 1,450000,72.580.251,1
QUEENS,TWO-FAMILY HOME,2,1955,3295,Class 1,395000,11.547.374,2
QUEENS,TWO-FAMILY HOME,2,2500,1810,Class 1,465000,13.530.936,1
QUEENS,TWO-FAMILY HOME,2,2500,1810,Class 1,550000,13.004.909,1
QUEENS,TWO-FAMILY HOME,2,3413,2244,Class 1,900000,92.265.183,1
QUEENS,TWO-FAMILY HOME,2,3592,1740,Class 1,600000,13.752.854,1
QUEENS,TWO-FAMILY HOME,2,1700,1680,Class 1,600000,67.284.361,1
QUEENS,TWO-FAMILY HOME,2,1881,1624,Class 1,790000,61.933.676,1
QUEENS,TWO-FAMILY HOME,2,1980,1720,Class 1,822000,62.418.607,1
QUEENS,TWO-FAMILY HOME,2,2500,2000,Class 1,830000,97.246.005,1
QUEENS,TWO-FAMILY HOME,2,3675,1748,Class 1,900000,87.139.155,1
QUEENS,TWO-FAMILY HOME,2,2500,1496,Class 1,925000,12.785.731,1
QUEENS,TWO-FAMILY HOME,2,3000,2380,Class 1,832000,27.714.498,1
QUEENS,TWO-FAMILY HOME,2,2500,2280,Class 1,810000,97.651.484,1
QUEENS,TWO-FAMILY HOME,2,2500,2280,Class 1,415000,96.766.553,1
QUEENS,TWO-FAMILY HOME,2,2500,1760,Class 1,930000,96.947.374,1
QUEENS,TWO-FAMILY HOME,2,2500,1672,Class 1,699000,91.859.703,1
QUEENS,TWO-FAMILY HOME,2,2500,1545,Class 1,750000,96.955.594,1
QUEENS,TWO-FAMILY HOME,2,2383,2490,Class 1,917500,97.424.087,1
QUEENS,TWO-FAMILY HOME,2,3150,1890,Class 1,840000,97.267.922,1
QUEENS,TWO-FAMILY HOME,2,2842,1368,Class 1,590000,97.270.662,1
QUEENS,TWO-FAMILY HOME,2,2742,1620,Class 1,740000,96.772.032,1
QUEENS,TWO-FAMILY HOME,2,1950,1720,Class 1,800000,76.870.662,1
QUEENS,TWO-FAMILY HOME,2,3500,3000,Class 1,648746,5.718.847,1
QUEENS,TWO-FAMILY HOME,2,3000,1388,Class 1,575701,87.437.785,1
QUEENS,TWO-FAMILY HOME,2,4658,1680,Class 1,750000,9.709.532,1
QUEENS,TWO-FAMILY HOME,2,2500,2000,Class 1,575000,87.240.525,1
QUEENS,TWO-FAMILY HOME,2,2500,2000,Class 1,910000,86.856.963,1
QUEENS,TWO-FAMILY HOME,2,2500,2423,Class 1,760000,87.081.621,1
QUEENS,TWO-FAMILY HOME,2,3000,2895,Class 1,910000,86.898.059,1
QUEENS,TWO-FAMILY HOME,2,2500,1733,Class 1,500000,106.873.409,1
QUEENS,TWO-FAMILY HOME,2,3325,1880,Class 1,645000,106.854.231,1
QUEENS,TWO-FAMILY HOME,2,3125,2060,Class 1,750000,107.007.656,1
QUEENS,TWO-FAMILY HOME,2,3125,2060,Class 1,850000,107.295.327,1
QUEENS,TWO-FAMILY HOME,2,3125,2060,Class 1,780000,106.903.546,1
QUEENS,TWO-FAMILY HOME,2,2918,2680,Class 1,878000,61.933.676,1
QUEENS,TWO-FAMILY HOME,2,2500,1840,Class 1,700000,97.226.826,1
QUEENS,TWO-FAMILY HOME,2,2500,1836,Class 1,540000,96.840.525,1
QUEENS,TWO-FAMILY HOME,2,2245,2356,Class 1,580000,97.035.046,1
QUEENS,TWO-FAMILY HOME,2,2245,2356,Class 1,520000,96.785.731,1
QUEENS,TWO-FAMILY HOME,2,2242,2356,Class 1,860000,97.037.785,1
QUEENS,TWO-FAMILY HOME,2,2492,1000,Class 1,530000,86.859.703,1
QUEENS,TWO-FAMILY HOME,2,2700,1184,Class 1,700000,10.756.108,1
QUEENS,TWO-FAMILY HOME,2,2700,1184,Class 1,465000,106.796.697,1
QUEENS,TWO-FAMILY HOME,2,3357,2088,Class 1,600000,97.319.977,1
QUEENS,TWO-FAMILY HOME,2,2819,1496,Class 1,728000,92.051.484,1
QUEENS,TWO-FAMILY HOME,2,2893,1768,Class 1,650000,10.675.834,1
QUEENS,TWO-FAMILY HOME,2,3128,1608,Class 1,847500,10.736.656,1
QUEENS,TWO-FAMILY HOME,2,3406,1608,Class 1,725000,106.914.505,1
QUEENS,TWO-FAMILY HOME,2,3265,1632,Class 1,872000,107.730.943,1
QUEENS,TWO-FAMILY HOME,2,2100,2236,Class 1,868000,46.832.306,1
QUEENS,TWO-FAMILY HOME,2,2500,1820,Class 1,850000,97.552.854,1
QUEENS,TWO-FAMILY HOME,2,2500,2160,Class 1,912825,9.199.395,1
QUEENS,TWO-FAMILY HOME,2,2500,1470,Class 1,775000,102.056.963,1
QUEENS,TWO-FAMILY HOME,2,2000,1440,Class 1,830000,97.267.922,1
QUEENS,TWO-FAMILY HOME,2,2500,1840,Class 1,675000,97.709.018,1
QUEENS,TWO-FAMILY HOME,2,2467,1840,Class 1,675000,97.709.018,1
QUEENS,TWO-FAMILY HOME,2,2000,1272,Class 1,225000,97.580.251,1
QUEENS,TWO-FAMILY HOME,2,2500,1716,Class 1,750000,96.982.991,1
QUEENS,TWO-FAMILY HOME,2,2500,1562,Class 1,688000,107.267.929,1
QUEENS,TWO-FAMILY HOME,2,2500,1602,Class 1,630000,97.484.361,1
QUEENS,TWO-FAMILY HOME,2,2500,1832,Class 1,580000,92.067.922,1
QUEENS,TWO-FAMILY HOME,2,1800,2000,Class 1,740000,13.229.566,1
QUEENS,TWO-FAMILY HOME,2,2500,1768,Class 1,630000,107.191.217,1
QUEENS,TWO-FAMILY HOME,2,2500,1575,Class 1,595676,116.509.025,1
QUEENS,TWO-FAMILY HOME,2,2500,1575,Class 1,696000,115.900.806,1
QUEENS,TWO-FAMILY HOME,2,2820,1910,Class 1,838000,86.352.854,1
QUEENS,TWO-FAMILY HOME,2,2673,2640,Class 1,849000,56.728.196,1
QUEENS,TWO-FAMILY HOME,2,3998,2228,Class 1,725000,116.087.108,1
QUEENS,TWO-FAMILY HOME,2,2494,1848,Class 1,838000,96.936.416,1
QUEENS,TWO-FAMILY HOME,2,3732,2900,Class 1,835000,96.939.155,1
QUEENS,TWO-FAMILY HOME,2,3491,1920,Class 1,825000,97.476.142,1
QUEENS,TWO-FAMILY HOME,2,3491,1920,Class 1,591000,97.215.868,1
QUEENS,TWO-FAMILY HOME,2,2767,2088,Class 1,800000,66.955.594,1
QUEENS,TWO-FAMILY HOME,2,5125,1524,Class 1,855000,107.654.231,1
QUEENS,TWO-FAMILY HOME,2,3003,2080,Class 1,930000,57.448.744,1
QUEENS,TWO-FAMILY HOME,2,1672,1400,Class 1,725000,56.919.977,1
QUEENS,TWO-FAMILY HOME,2,1610,1186,Class 1,660000,91.780.251,1
QUEENS,TWO-FAMILY HOME,2,1715,2068,Class 1,860000,41.958.333,1
QUEENS,TWO-FAMILY HOME,2,2000,1536,Class 1,725000,116.725.464,1
QUEENS,OVER-THREE FAMILY HOME,3,2571,2227,Class 1,928000,51.832.306,1
QUEENS,OVER-THREE FAMILY HOME,3,2494,3000,Class 1,820000,82.081.621,1
QUEENS,OVER-THREE FAMILY HOME,3,1883,2820,Class 1,201400,9.865.183,1
QUEENS,OVER-THREE FAMILY HOME,3,2457,3544,Class 1,600000,30.278.881,1
QUEENS,OVER-THREE FAMILY HOME,6,3160,5160,Class 2,1300000,87.413.128,2
QUEENS,TWO-FAMILY HOME,2,1740,1804,Class 1,560000,57.407.648,1
QUEENS,TWO-FAMILY HOME,2,2200,1994,Class 1,725000,82.213.128,1
QUEENS,TWO-FAMILY HOME,2,2000,1664,Class 1,645000,9.259.395,1
QUEENS,TWO-FAMILY HOME,2,1086,1680,Class 1,830000,10.736.382,2
QUEENS,TWO-FAMILY HOME,2,2500,2016,Class 1,880000,96.898.059,1
QUEENS,TWO-FAMILY HOME,2,2000,1920,Class 1,870000,96.862.443,1
QUEENS,TWO-FAMILY HOME,2,1908,1232,Class 1,645000,106.777.519,1
QUEENS,TWO-FAMILY HOME,2,2341,2156,Class 1,380250,10.632.306,1
QUEENS,TWO-FAMILY HOME,2,2000,1816,Class 1,820000,107.656.971,1
QUEENS,TWO-FAMILY HOME,2,2442,2240,Class 1,600000,87.161.073,1
QUEENS,TWO-FAMILY HOME,2,2442,2240,Class 1,295000,87.150.114,1
QUEENS,TWO-FAMILY HOME,2,3125,1660,Class 1,835000,97.369.292,1
QUEENS,TWO-FAMILY HOME,2,2943,1800,Class 1,400000,21.563.813,1
QUEENS,TWO-FAMILY HOME,2,2101,1190,Class 1,800000,87.626.826,1
QUEENS,TWO-FAMILY HOME,2,2758,2280,Class 1,845000,96.766.553,1
QUEENS,TWO-FAMILY HOME,2,2500,3120,Class 1,760000,9.688.984,1
QUEENS,TWO-FAMILY HOME,2,2000,1788,Class 1,710000,102.440.525,1
QUEENS,TWO-FAMILY HOME,2,2000,1788,Class 1,250000,102.265.183,1
QUEENS,TWO-FAMILY HOME,2,2375,1968,Class 1,847000,92.613.128,1
