BOROUGH,BUILDING_CLASS,RESIDENTIAL_UNITS,LAND_SQUARE_FEET,GROSS_SQUARE_FEET,TAX_CLASS,SALE_PRICE,AGE,STORIES
QUEENS,TWO-FAMILY HOME,2,2000,1832,Class 1,400000,101.947.374,1
QUEENS,TWO-FAMILY HOME,2,1365,1650,Class 1,830000,102.613.128,1
QUEENS,TWO-FAMILY HOME,2,3000,2154,Class 1,427500,101.982.991,1
QUEENS,TWO-FAMILY HOME,2,2617,2520,Class 1,910000,97.152.854,1
QUEENS,TWO-FAMILY HOME,2,2000,1473,Class 1,910000,97.004.909,1
QUEENS,TWO-FAMILY HOME,2,1100,2199,Class 1,930000,11.169.292,2
QUEENS,TWO-FAMILY HOME,2,2500,2480,Class 1,600000,97.366.553,1
QUEENS,TWO-FAMILY HOME,2,2000,1328,Class 1,860000,97.673.402,1
QUEENS,TWO-FAMILY HOME,2,1971,1808,Class 1,930000,102.152.854,1
QUEENS,TWO-FAMILY HOME,2,2742,2192,Class 1,135000,97.443.265,1
QUEENS,TWO-FAMILY HOME,2,2742,2192,Class 1,265000,97.424.087,1
QUEENS,TWO-FAMILY HOME,2,2544,2160,Class 1,900000,97.128.196,1
QUEENS,TWO-FAMILY HOME,2,2800,2192,Class 1,794235,92.114.498,1
QUEENS,TWO-FAMILY HOME,2,2577,2192,Class 1,600000,92.267.922,1
QUEENS,TWO-FAMILY HOME,2,1500,1500,Class 1,937527,82.503.539,1
QUEENS,TWO-FAMILY HOME,2,1500,1500,Class 1,890000,82.067.922,1
QUEENS,TWO-FAMILY HOME,2,2254,1785,Class 1,938000,81.763.813,1
QUEENS,TWO-FAMILY HOME,2,1200,2850,Class 1,850000,10.730.936,2
QUEENS,TWO-FAMILY HOME,2,3125,1992,Class 1,875000,107.002.176,1
QUEENS,TWO-FAMILY HOME,2,2500,1329,Class 1,900000,92.514.498,1
QUEENS,TWO-FAMILY HOME,2,3125,1544,Class 1,783000,97.654.224,1
QUEENS,TWO-FAMILY HOME,2,3125,1414,Class 1,515000,91.840.525,1
QUEENS,TWO-FAMILY HOME,2,2125,2188,Class 1,850000,91.903.539,1
QUEENS,TWO-FAMILY HOME,2,2000,1728,Class 1,780000,92.166.553,1
QUEENS,TWO-FAMILY HOME,2,1059,1410,Class 1,495000,97.385.731,1
QUEENS,TWO-FAMILY HOME,2,1639,1839,Class 1,700000,87.024.087,1
QUEENS,TWO-FAMILY HOME,2,1639,2044,Class 1,225000,87.703.539,1
QUEENS,TWO-FAMILY HOME,2,3500,1321,Class 1,920000,82.550.114,1
QUEENS,TWO-FAMILY HOME,2,2500,1696,Class 1,920000,95.265.183,1
QUEENS,TWO-FAMILY HOME,2,2150,1488,Class 1,900000,9.709.532,1
QUEENS,TWO-FAMILY HOME,2,1255,794,Class 1,385000,96.961.073,1
QUEENS,TWO-FAMILY HOME,2,2500,1920,Class 1,700000,97.574.772,1
QUEENS,TWO-FAMILY HOME,2,2500,1024,Class 1,880000,97.215.868,1
QUEENS,TWO-FAMILY HOME,2,2500,1408,Class 1,620000,106.982.998,1
QUEENS,TWO-FAMILY HOME,2,1855,2692,Class 1,775000,97.024.087,1
QUEENS,TWO-FAMILY HOME,2,2500,1264,Class 1,302500,92.010.388,1
QUEENS,TWO-FAMILY HOME,2,2105,2142,Class 1,690000,9.758.847,1
QUEENS,TWO-FAMILY HOME,2,4000,1632,Class 1,408000,97.155.594,1
QUEENS,TWO-FAMILY HOME,2,2000,1472,Class 1,640000,97.667.922,1
QUEENS,TWO-FAMILY HOME,2,2000,1368,Class 1,680000,97.004.909,1
QUEENS,TWO-FAMILY HOME,2,2000,1368,Class 1,504500,96.813.128,1
QUEENS,TWO-FAMILY HOME,2,1463,1880,Class 1,800000,106.895.327,1
QUEENS,TWO-FAMILY HOME,2,2500,1936,Class 1,630000,97.013.128,1
QUEENS,TWO-FAMILY HOME,2,2795,1614,Class 1,850000,107.640.532,1
QUEENS,TWO-FAMILY HOME,2,2500,1678,Class 1,685000,97.714.498,1
QUEENS,TWO-FAMILY HOME,2,2500,1590,Class 1,815000,102.229.566,1
QUEENS,TWO-FAMILY HOME,2,3117,1432,Class 1,900000,96.846.005,1
QUEENS,TWO-FAMILY HOME,2,2500,2110,Class 1,500000,87.007.648,1
QUEENS,TWO-FAMILY HOME,2,2800,1224,Class 1,710000,116.448.751,1
QUEENS,TWO-FAMILY HOME,2,2800,1216,Class 1,750000,87.426.826,1
QUEENS,TWO-FAMILY HOME,2,3000,2200,Class 1,910000,57.311.758,1
QUEENS,TWO-FAMILY HOME,2,2500,1312,Class 1,835000,8.698.847,1
QUEENS,TWO-FAMILY HOME,2,2500,1512,Class 1,225000,106.780.258,1
QUEENS,TWO-FAMILY HOME,2,2500,1440,Class 1,750000,97.481.621,1
QUEENS,TWO-FAMILY HOME,2,2500,1438,Class 1,650000,87.237.785,1
QUEENS,TWO-FAMILY HOME,2,2500,2088,Class 1,930000,87.035.046,1
QUEENS,TWO-FAMILY HOME,2,2500,1900,Class 1,355000,9.708.984,1
QUEENS,OVER-THREE FAMILY HOME,3,1707,2872,Class 1,932500,52.799.429,2
QUEENS,OVER-THREE FAMILY HOME,3,1352,1594,Class 1,750000,96.832.306,1
QUEENS,OVER-THREE FAMILY HOME,3,2000,1688,Class 1,380000,10.756.656,1
QUEENS,OVER-THREE FAMILY HOME,3,2072,1620,Class 1,450000,106.991.217,1
QUEENS,OVER-THREE FAMILY HOME,3,2000,2012,Class 1,860000,97.536.416,1
QUEENS,OVER-THREE FAMILY HOME,3,2500,2312,Class 1,515000,85.796.689,1
QUEENS,OVER-THREE FAMILY HOME,3,2500,2000,Class 1,265000,102.325.457,1
QUEENS,OVER-THREE FAMILY HOME,3,1900,2128,Class 1,858000,92.470.662,1
QUEENS,OVER-THREE FAMILY HOME,3,1882,1328,Class 1,550000,92.032.306,1
QUEENS,OVER-THREE FAMILY HOME,3,2645,2290,Class 1,840000,116.319.984,1
QUEENS,OVER-THREE FAMILY HOME,3,2278,1848,Class 1,665000,97.139.155,1
QUEENS,OVER-THREE FAMILY HOME,3,2107,1344,Class 1,870000,97.426.826,1
QUEENS,OVER-THREE FAMILY HOME,3,2500,1602,Class 1,925000,102.103.539,1
QUEENS,OVER-THREE FAMILY HOME,3,2500,1666,Class 1,700000,972.871,1
QUEENS,OVER-THREE FAMILY HOME,3,1973,1598,Class 1,640000,97.418.607,1
QUEENS,OVER-THREE FAMILY HOME,3,1921,1060,Class 1,475000,97.322.717,1
QUEENS,OVER-THREE FAMILY HOME,3,2000,1402,Class 1,500000,97.002.169,1
QUEENS,OVER-THREE FAMILY HOME,3,1750,2520,Class 1,600000,13.109.018,1
QUEENS,OVER-THREE FAMILY HOME,3,2000,1984,Class 1,795000,97.415.868,1
QUEENS,OVER-THREE FAMILY HOME,3,2861,2044,Class 1,345000,10.755.834,1
QUEENS,OVER-THREE FAMILY HOME,3,2861,2044,Class 1,345000,106.900.806,1
QUEENS,OVER-THREE FAMILY HOME,3,2500,2772,Class 1,700000,102.328.196,1
QUEENS,OVER-THREE FAMILY HOME,3,1800,2322,Class 1,500000,52.267.922,1
QUEENS,OVER-THREE FAMILY HOME,3,1800,2322,Class 1,535000,52.443.265,1
QUEENS,OVER-THREE FAMILY HOME,3,2500,2064,Class 1,855000,102.035.046,1
QUEENS,OVER-THREE FAMILY HOME,4,3125,3240,Class 2,1102000,85.763.813,1
QUEENS,OVER-THREE FAMILY HOME,4,2500,2820,Class 2,660000,8.629.532,1
QUEENS,OVER-THREE FAMILY HOME,6,2500,3840,Class 2,1200000,85.900.799,2
QUEENS,OVER-THREE FAMILY HOME,4,1880,3480,Class 2,1088000,86.218.607,2
QUEENS,OVER-THREE FAMILY HOME,4,2500,2640,Class 2,1200000,86.415.868,1
QUEENS,OVER-THREE FAMILY HOME,6,2500,3960,Class 2,1210000,86.330.936,2
QUEENS,TWO-FAMILY HOME,2,1200,1680,Class 1,663000,9.768.984,1
QUEENS,TWO-FAMILY HOME,2,3600,2824,Class 1,844180,67.530.936,1
QUEENS,TWO-FAMILY HOME,2,3315,1988,Class 1,120000,17.481.621,1
QUEENS,TWO-FAMILY HOME,2,4400,2475,Class 1,825000,67.355.594,1
QUEENS,TWO-FAMILY HOME,2,2900,2208,Class 1,835200,67.270.662,1
QUEENS,TWO-FAMILY HOME,2,3897,1980,Class 1,900000,87.618.607,1
QUEENS,TWO-FAMILY HOME,2,3000,1584,Class 1,900000,76.999.429,1
QUEENS,TWO-FAMILY HOME,2,2846,1610,Class 1,920000,12.344.635,1
QUEENS,TWO-FAMILY HOME,2,3800,2200,Class 1,800000,66.848.744,1
QUEENS,TWO-FAMILY HOME,2,2925,2244,Class 1,900000,92.585.731,1
QUEENS,TWO-FAMILY HOME,2,1948,1689,Class 1,573756,91.782.991,1
QUEENS,TWO-FAMILY HOME,2,3880,1696,Class 1,800000,7.209.258,1
QUEENS,TWO-FAMILY HOME,2,3897,1872,Class 1,854728,52.259.703,1
QUEENS,TWO-FAMILY HOME,2,3300,2760,Class 1,875000,61.799.429,1
QUEENS,TWO-FAMILY HOME,2,4700,2092,Class 1,885000,87.629.566,1
QUEENS,TWO-FAMILY HOME,2,2467,2160,Class 1,550000,87.607.648,1
QUEENS,TWO-FAMILY HOME,2,2467,2160,Class 1,500000,87.377.511,1
QUEENS,TWO-FAMILY HOME,2,1900,1960,Class 1,565000,77.046.005,1
QUEENS,TWO-FAMILY HOME,2,4230,1850,Class 1,930000,106.911.765,1
QUEENS,TWO-FAMILY HOME,2,2090,1636,Class 1,500000,86.969.292,1
QUEENS,TWO-FAMILY HOME,2,1760,2239,Class 1,620000,92.544.635,1
QUEENS,TWO-FAMILY HOME,2,1754,1890,Class 1,690000,87.106.279,1
QUEENS,TWO-FAMILY HOME,2,1754,1890,Class 1,695000,87.180.251,1
QUEENS,TWO-FAMILY HOME,2,2780,1784,Class 1,770000,15.322.717,1
QUEENS,TWO-FAMILY HOME,2,2000,1162,Class 1,650000,96.772.032,1
QUEENS,TWO-FAMILY HOME,2,2600,1596,Class 1,900000,107.369.299,1
QUEENS,TWO-FAMILY HOME,2,2800,1596,Class 1,750000,107.555.601,1
QUEENS,TWO-FAMILY HOME,2,2800,1596,Class 1,196650,107.237.792,1
QUEENS,TWO-FAMILY HOME,2,2280,1600,Class 1,760000,92.604.909,1
QUEENS,TWO-FAMILY HOME,2,2375,1600,Class 1,892000,81.928.196,1
QUEENS,TWO-FAMILY HOME,2,2750,1600,Class 1,849000,82.424.087,1
QUEENS,TWO-FAMILY HOME,2,2750,1600,Class 1,860000,81.876.142,1
QUEENS,TWO-FAMILY HOME,2,2200,1746,Class 1,850000,102.180.251,1
QUEENS,TWO-FAMILY HOME,2,3000,1980,Class 1,750000,23.813.242,1
QUEENS,TWO-FAMILY HOME,2,2442,1346,Class 1,450000,91.914.498,1
QUEENS,TWO-FAMILY HOME,2,2400,1346,Class 1,650000,91.900.799,1
QUEENS,TWO-FAMILY HOME,2,2375,1340,Class 1,668000,92.555.594,1
QUEENS,TWO-FAMILY HOME,2,2312,1360,Class 1,540000,92.533.676,1
QUEENS,TWO-FAMILY HOME,2,1480,1736,Class 1,810073,82.432.306,1
QUEENS,TWO-FAMILY HOME,2,1680,1736,Class 1,850000,82.596.689,1
QUEENS,TWO-FAMILY HOME,2,1360,1736,Class 1,397187,81.741.895,1
QUEENS,TWO-FAMILY HOME,2,1948,1409,Class 1,740000,9.248.984,1
QUEENS,TWO-FAMILY HOME,2,2500,1344,Class 1,400000,92.382.991,1
QUEENS,TWO-FAMILY HOME,2,2856,1848,Class 1,804910,10.358.333,1
QUEENS,TWO-FAMILY HOME,2,3200,2222,Class 1,939000,92.528.196,1
QUEENS,TWO-FAMILY HOME,2,1967,1581,Class 1,425000,92.380.251,1
QUEENS,TWO-FAMILY HOME,2,4000,1585,Class 1,680000,67.265.183,1
QUEENS,TWO-FAMILY HOME,2,4000,1905,Class 1,860000,926.871,1
QUEENS,TWO-FAMILY HOME,2,4000,2250,Class 1,880000,62.585.731,1
QUEENS,TWO-FAMILY HOME,2,2921,1440,Class 1,790000,91.939.155,1
QUEENS,TWO-FAMILY HOME,2,4000,3432,Class 1,755000,9.239.121,1
QUEENS,TWO-FAMILY HOME,2,4000,1594,Class 1,810000,56.706.279,1
QUEENS,TWO-FAMILY HOME,2,4520,1464,Class 1,465000,9.209.532,1
QUEENS,TWO-FAMILY HOME,2,1780,1344,Class 1,276000,81.947.374,1
QUEENS,TWO-FAMILY HOME,2,2000,1357,Class 1,600000,107.122.724,1
QUEENS,TWO-FAMILY HOME,2,2075,2020,Class 1,487000,96.736.416,1
QUEENS,TWO-FAMILY HOME,2,3690,1695,Class 1,780000,23.681.735,1
QUEENS,TWO-FAMILY HOME,2,2067,2350,Class 1,555000,1.109.532,1
QUEENS,TWO-FAMILY HOME,2,2600,1920,Class 1,840000,107.467.929,1
QUEENS,TWO-FAMILY HOME,2,2600,1920,Class 1,500000,106.856.971,1
QUEENS,TWO-FAMILY HOME,2,1700,2226,Class 1,800000,16.281.621,1
QUEENS,TWO-FAMILY HOME,2,1900,1575,Class 1,455000,86.840.525,1
QUEENS,TWO-FAMILY HOME,2,1900,2152,Class 1,750000,87.470.662,1
QUEENS,TWO-FAMILY HOME,2,2025,2240,Class 1,830100,11.136.416,1
QUEENS,OVER-THREE FAMILY HOME,3,2000,2040,Class 1,800000,97.615.868,1
QUEENS,OVER-THREE FAMILY HOME,3,2297,3480,Class 1,475000,92.544.635,2
QUEENS,OVER-THREE FAMILY HOME,3,2435,2394,Class 1,840000,10.756.108,1
QUEENS,OVER-THREE FAMILY HOME,3,2379,1600,Class 1,920000,9.198.847,1
QUEENS,OVER-THREE FAMILY HOME,3,2000,2400,Class 1,712775,102.169.292,1
QUEENS,OVER-THREE FAMILY HOME,3,2000,1980,Class 1,650000,97.517.237,1
QUEENS,OVER-THREE FAMILY HOME,4,2906,3476,Class 2,1165000,91.629.566,1
QUEENS,OVER-THREE FAMILY HOME,6,2000,4380,Class 2,1390837,84.062.443,2
QUEENS,OVER-THREE FAMILY HOME,4,2583,2480,Class 2,1100000,91.114.498,1
QUEENS,TWO-FAMILY HOME,2,3125,1806,Class 1,750000,97.517.237,1
QUEENS,TWO-FAMILY HOME,2,2586,1944,Class 1,850000,97.539.155,1
QUEENS,TWO-FAMILY HOME,2,2242,1312,Class 1,875000,97.462.443,1
QUEENS,TWO-FAMILY HOME,2,2500,1734,Class 1,700000,107.709.025,1
QUEENS,TWO-FAMILY HOME,2,1945,1744,Class 1,900000,91.969.292,1
QUEENS,TWO-FAMILY HOME,2,2500,1878,Class 1,830000,107.618.614,1
QUEENS,TWO-FAMILY HOME,2,1898,1845,Class 1,600000,107.391.217,1
QUEENS,TWO-FAMILY HOME,2,3005,1976,Class 1,660000,116.221.354,1
QUEENS,TWO-FAMILY HOME,2,1964,1960,Class 1,756843,9.708.984,1
QUEENS,TWO-FAMILY HOME,2,1519,1285,Class 1,730000,92.207.648,1
QUEENS,TWO-FAMILY HOME,2,1500,1308,Class 1,655000,10.198.847,1
QUEENS,TWO-FAMILY HOME,2,2502,2144,Class 1,840000,86.813.128,1
QUEENS,TWO-FAMILY HOME,2,1860,1696,Class 1,445000,82.607.648,1
QUEENS,TWO-FAMILY HOME,2,1908,1362,Class 1,720000,97.635.046,1
QUEENS,TWO-FAMILY HOME,2,1746,1777,Class 1,838000,66.878.881,1
QUEENS,TWO-FAMILY HOME,2,1805,1406,Class 1,590000,71.939.155,1
QUEENS,TWO-FAMILY HOME,2,1980,1400,Class 1,700000,72.514.498,1
QUEENS,TWO-FAMILY HOME,2,2500,2010,Class 1,840000,97.684.361,1
QUEENS,TWO-FAMILY HOME,2,1530,1750,Class 1,800000,72.040.525,1
QUEENS,TWO-FAMILY HOME,2,2000,1925,Class 1,715000,71.733.676,1
QUEENS,TWO-FAMILY HOME,2,1620,1480,Class 1,780000,77.561.073,1
QUEENS,TWO-FAMILY HOME,2,2303,1298,Class 1,475000,76.769.292,1
QUEENS,TWO-FAMILY HOME,2,2000,2025,Class 1,785000,72.536.416,1
QUEENS,TWO-FAMILY HOME,2,1380,1480,Class 1,600000,72.174.772,1
QUEENS,TWO-FAMILY HOME,2,2700,1440,Class 1,620000,102.035.046,1
QUEENS,TWO-FAMILY HOME,2,2400,1296,Class 1,825000,92.659.703,1
QUEENS,TWO-FAMILY HOME,2,2500,1984,Class 1,800000,97.322.717,1
QUEENS,TWO-FAMILY HOME,2,2600,1476,Class 1,728000,97.577.511,1
QUEENS,TWO-FAMILY HOME,2,3006,2112,Class 1,720000,97.062.443,1
QUEENS,TWO-FAMILY HOME,2,3000,1694,Class 1,865000,9.738.847,1
QUEENS,TWO-FAMILY HOME,2,2500,1624,Class 1,855000,116.048.751,1
QUEENS,TWO-FAMILY HOME,2,2500,1520,Class 1,797000,107.152.861,1
QUEENS,TWO-FAMILY HOME,2,2500,1890,Class 1,770000,107.229.573,1
QUEENS,TWO-FAMILY HOME,2,2000,2700,Class 1,820000,92.015.868,1
QUEENS,TWO-FAMILY HOME,2,3000,1850,Class 1,880000,87.640.525,1
QUEENS,TWO-FAMILY HOME,2,2496,1406,Class 1,720000,92.358.333,1
QUEENS,TWO-FAMILY HOME,2,3094,1406,Class 1,750000,91.961.073,1
QUEENS,TWO-FAMILY HOME,2,1846,1288,Class 1,700000,96.947.374,1
QUEENS,TWO-FAMILY HOME,2,2500,1748,Class 1,420000,116.024.094,1
QUEENS,TWO-FAMILY HOME,2,2500,1290,Class 1,900000,82.330.936,1
QUEENS,TWO-FAMILY HOME,2,1900,2004,Class 1,883000,116.246.012,1
QUEENS,TWO-FAMILY HOME,2,1983,2273,Class 1,610000,106.799.436,1
QUEENS,TWO-FAMILY HOME,2,2000,1554,Class 1,790000,97.347.374,1
QUEENS,TWO-FAMILY HOME,2,2500,2151,Class 1,750000,106.925.464,1
QUEENS,TWO-FAMILY HOME,2,1228,1319,Class 1,620000,76.961.073,1
QUEENS,TWO-FAMILY HOME,2,2500,750,Class 1,840000,97.076.142,1
QUEENS,TWO-FAMILY HOME,2,2500,1800,Class 1,870000,96.733.676,1
QUEENS,TWO-FAMILY HOME,2,2500,1870,Class 1,900000,97.232.306,1
QUEENS,OVER-THREE FAMILY HOME,3,2352,3202,Class 1,230000,57.032.306,1
QUEENS,OVER-THREE FAMILY HOME,3,2000,2390,Class 1,258570,57.196.689,1
QUEENS,OVER-THREE FAMILY HOME,3,2500,2962,Class 1,475000,92.396.689,1
QUEENS,OVER-THREE FAMILY HOME,3,2281,2680,Class 1,550000,76.040.525,1
QUEENS,OVER-THREE FAMILY HOME,3,2515,2080,Class 1,740000,107.174.779,1
QUEENS,OVER-THREE FAMILY HOME,3,2515,2080,Class 1,280000,106.911.765,1
QUEENS,OVER-THREE FAMILY HOME,3,1900,2218,Class 1,700000,61.780.251,1
QUEENS,OVER-THREE FAMILY HOME,3,1950,2725,Class 1,819000,12.106.279,1
QUEENS,OVER-THREE FAMILY HOME,3,2500,2722,Class 1,899000,97.703.539,1
QUEENS,OVER-THREE FAMILY HOME,3,1998,3092,Class 1,575000,534.871,2
QUEENS,OVER-THREE FAMILY HOME,3,1992,2068,Class 1,600000,97.382.991,1
QUEENS,OVER-THREE FAMILY HOME,3,1978,2860,Class 1,800000,5.209.532,1
QUEENS,OVER-THREE FAMILY HOME,3,2500,1932,Class 1,915000,106.755.601,1
QUEENS,TWO-FAMILY HOME,2,6056,2155,Class 1,700000,87.396.689,1
QUEENS,TWO-FAMILY HOME,2,4375,1840,Class 1,749000,76.722.717,1
QUEENS,TWO-FAMILY HOME,2,2625,2160,Class 1,435494,62.114.498,1
QUEENS,TWO-FAMILY HOME,2,2838,1980,Class 1,445000,11.829.566,1
QUEENS,TWO-FAMILY HOME,2,2591,1594,Class 1,425000,92.026.826,1
QUEENS,TWO-FAMILY HOME,2,5250,3165,Class 1,659000,97.635.046,1
QUEENS,TWO-FAMILY HOME,2,5250,3165,Class 1,620000,97.076.142,1
QUEENS,TWO-FAMILY HOME,2,3344,2700,Class 1,731000,87.372.032,1
QUEENS,TWO-FAMILY HOME,2,3344,2700,Class 1,685000,87.125.457,1
QUEENS,TWO-FAMILY HOME,2,2865,2140,Class 1,445000,11.856.963,1
QUEENS,TWO-FAMILY HOME,2,1899,1994,Class 1,197000,18.122.717,1
QUEENS,TWO-FAMILY HOME,2,2865,2200,Class 1,400000,11.772.032,1
QUEENS,TWO-FAMILY HOME,2,2425,1920,Class 1,490000,1.918.847,1
QUEENS,TWO-FAMILY HOME,2,3093,2000,Class 1,640000,67.035.046,1
QUEENS,TWO-FAMILY HOME,2,3257,2000,Class 1,750000,66.961.073,1
QUEENS,TWO-FAMILY HOME,2,4158,2160,Class 1,595000,19.755.594,1
QUEENS,TWO-FAMILY HOME,2,1995,1600,Class 1,566000,92.015.868,1
QUEENS,TWO-FAMILY HOME,2,1995,1600,Class 1,576000,91.785.731,1
QUEENS,TWO-FAMILY HOME,2,2500,2669,Class 1,657900,15.484.361,1
QUEENS,TWO-FAMILY HOME,2,1950,1488,Class 1,385000,76.999.429,1
QUEENS,TWO-FAMILY HOME,2,1950,1980,Class 1,225000,1.119.121,1
QUEENS,TWO-FAMILY HOME,2,4336,1979,Class 1,581950,67.435.046,1
QUEENS,TWO-FAMILY HOME,2,2676,1824,Class 1,435000,18.500.799,1
QUEENS,TWO-FAMILY HOME,2,4125,2450,Class 1,249999,61.936.416,1
QUEENS,TWO-FAMILY HOME,2,4473,2134,Class 1,595000,21.498.059,1
QUEENS,TWO-FAMILY HOME,2,2850,2000,Class 1,565000,47.648.744,1
QUEENS,TWO-FAMILY HOME,2,4618,1395,Class 1,775000,71.867.922,1
QUEENS,TWO-FAMILY HOME,2,3148,2024,Class 1,480000,57.182.991,1
QUEENS,TWO-FAMILY HOME,2,3075,2300,Class 1,293000,12.454.224,1
QUEENS,TWO-FAMILY HOME,2,3660,2420,Class 1,252000,11.454.224,1
QUEENS,TWO-FAMILY HOME,2,4400,1419,Class 1,315000,87.185.731,1
QUEENS,TWO-FAMILY HOME,2,2831,2508,Class 1,423000,15.226.826,1
QUEENS,TWO-FAMILY HOME,2,3800,1776,Class 1,219450,10.715.834,1
QUEENS,TWO-FAMILY HOME,2,3800,1776,Class 1,311516,10.715.834,1
QUEENS,TWO-FAMILY HOME,2,3752,2096,Class 1,395000,62.432.306,1
QUEENS,TWO-FAMILY HOME,2,1350,2010,Class 1,211000,11.259.703,1
QUEENS,TWO-FAMILY HOME,2,5729,2040,Class 1,385000,112.352.861,1
QUEENS,TWO-FAMILY HOME,2,3149,1880,Class 1,371000,86.972.032,1
QUEENS,TWO-FAMILY HOME,2,3581,1152,Class 1,450000,107.352.861,1
QUEENS,TWO-FAMILY HOME,2,3002,2383,Class 1,560000,20.552.854,1
QUEENS,TWO-FAMILY HOME,2,2500,2592,Class 1,500000,96.832.306,1
QUEENS,TWO-FAMILY HOME,2,2923,2068,Class 1,500000,57.224.087,1
QUEENS,TWO-FAMILY HOME,2,2000,2064,Class 1,220000,77.103.539,1
QUEENS,TWO-FAMILY HOME,2,3948,3575,Class 1,550000,57.109.018,1
QUEENS,TWO-FAMILY HOME,2,2909,1596,Class 1,106470,87.437.785,1
QUEENS,TWO-FAMILY HOME,2,2316,1504,Class 1,406000,76.985.731,1
QUEENS,TWO-FAMILY HOME,2,5602,1756,Class 1,225000,97.004.909,1
QUEENS,TWO-FAMILY HOME,2,2897,1936,Class 1,455000,47.519.977,1
QUEENS,TWO-FAMILY HOME,2,1619,2176,Class 1,356928,1.139.395,1
QUEENS,TWO-FAMILY HOME,2,1815,2180,Class 1,550000,11.344.635,1
QUEENS,TWO-FAMILY HOME,2,1815,2180,Class 1,335000,11.018.607,1
QUEENS,TWO-FAMILY HOME,2,4631,2304,Class 1,505000,56.725.457,1
QUEENS,TWO-FAMILY HOME,2,4375,2328,Class 1,595000,574.871,1
QUEENS,TWO-FAMILY HOME,2,4272,2964,Class 1,525000,29.100.799,1
QUEENS,TWO-FAMILY HOME,2,3807,2844,Class 1,360000,67.555.594,1
QUEENS,TWO-FAMILY HOME,2,4423,1564,Class 1,390000,67.344.635,1
QUEENS,TWO-FAMILY HOME,2,2197,2860,Class 1,440000,72.418.607,1
QUEENS,TWO-FAMILY HOME,2,3000,2184,Class 1,465000,52.547.374,1
QUEENS,TWO-FAMILY HOME,2,3450,2930,Class 1,640000,67.665.183,1
QUEENS,TWO-FAMILY HOME,2,3689,2320,Class 1,450000,11.914.498,1
QUEENS,TWO-FAMILY HOME,2,4390,1528,Class 1,420000,97.552.854,1
QUEENS,TWO-FAMILY HOME,2,2166,2072,Class 1,400000,10.358.333,1
QUEENS,TWO-FAMILY HOME,2,2808,1296,Class 1,284919,57.240.525,1
QUEENS,TWO-FAMILY HOME,2,3170,1284,Class 1,377200,77.467.922,1
QUEENS,TWO-FAMILY HOME,2,1394,1470,Class 1,395000,18.533.676,1
QUEENS,TWO-FAMILY HOME,2,2625,2254,Class 1,461000,15.555.594,1
QUEENS,TWO-FAMILY HOME,2,4777,2847,Class 1,499000,9.678.847,1
QUEENS,TWO-FAMILY HOME,2,3800,1720,Class 1,420000,87.429.566,1
QUEENS,TWO-FAMILY HOME,2,3347,1340,Class 1,359974,87.243.265,1
QUEENS,TWO-FAMILY HOME,2,4260,2052,Class 1,432600,57.224.087,1
QUEENS,TWO-FAMILY HOME,2,3349,2033,Class 1,539000,87.530.936,1
QUEENS,TWO-FAMILY HOME,2,1445,1800,Class 1,350000,12.728.196,1
QUEENS,TWO-FAMILY HOME,2,2000,1800,Class 1,435000,13.503.539,1
QUEENS,TWO-FAMILY HOME,2,2000,1800,Class 1,325000,13.574.772,1
QUEENS,TWO-FAMILY HOME,2,1775,1780,Class 1,250000,13.851.484,1
QUEENS,TWO-FAMILY HOME,2,2450,630,Class 1,180000,107.613.135,1
QUEENS,TWO-FAMILY HOME,2,2450,630,Class 1,170000,107.098.066,1
QUEENS,TWO-FAMILY HOME,2,2450,525,Class 1,210000,107.251.491,1
QUEENS,TWO-FAMILY HOME,2,2450,525,Class 1,180000,107.678.888,1
QUEENS,TWO-FAMILY HOME,2,2450,525,Class 1,180000,106.941.902,1
QUEENS,TWO-FAMILY HOME,2,1960,2430,Class 1,355000,12.243.265,1
QUEENS,TWO-FAMILY HOME,2,2400,2844,Class 1,316000,14.977.511,1
QUEENS,TWO-FAMILY HOME,2,2145,2606,Class 1,221000,13.078.881,1
QUEENS,TWO-FAMILY HOME,2,2145,2606,Class 1,301000,13.426.826,1
QUEENS,TWO-FAMILY HOME,2,2145,2606,Class 1,301000,13.426.826,1
QUEENS,TWO-FAMILY HOME,2,2145,2606,Class 1,379000,1.309.532,1
QUEENS,TWO-FAMILY HOME,2,1634,2080,Class 1,350000,13.446.005,1
QUEENS,TWO-FAMILY HOME,2,1983,1400,Class 1,275000,86.396.689,1
QUEENS,TWO-FAMILY HOME,2,1841,1400,Class 1,160000,85.917.237,1
QUEENS,OVER-THREE FAMILY HOME,3,1488,2520,Class 1,360000,10.865.183,2
QUEENS,OVER-THREE FAMILY HOME,3,2750,3120,Class 1,650000,10.714.498,1
QUEENS,OVER-THREE FAMILY HOME,3,1833,2880,Class 1,399000,13.665.183,2
QUEENS,OVER-THREE FAMILY HOME,3,1833,2880,Class 1,220000,13.284.361,2
QUEENS,OVER-THREE FAMILY HOME,3,2157,3078,Class 1,360000,11.440.525,1
QUEENS,OVER-THREE FAMILY HOME,3,1968,3444,Class 1,550000,11.939.155,2
QUEENS,OVER-THREE FAMILY HOME,3,1455,3444,Class 1,585000,11.878.881,2
QUEENS,OVER-THREE FAMILY HOME,3,2211,3444,Class 1,342000,12.566.553,2
